time,0
2020_06_07,"[[1.1296382e+07 2.2390000e+03 3.5005000e+04 5.4248000e+04 4.7230000e+03]
 [2.3220000e+03 5.4165610e+06 1.3640000e+03 3.8220000e+04 4.3990000e+03]
 [3.1445000e+04 1.7440000e+03 3.3711750e+06 1.5892900e+05 1.3470000e+03]
 [5.0613000e+04 4.7590000e+04 1.1230900e+05 5.3585633e+07 2.3552000e+04]
 [6.6240000e+03 4.9200000e+03 2.1960000e+03 2.6147000e+04 1.4169460e+07]]"
2020_06_08,"[[1.2796230e+07 2.6740000e+03 3.6923000e+04 5.6332000e+04 5.6130000e+03]
 [2.2680000e+03 5.8870360e+06 1.5600000e+03 3.9145000e+04 5.0760000e+03]
 [2.9007000e+04 2.0160000e+03 3.7159720e+06 1.5926400e+05 1.5440000e+03]
 [5.0825000e+04 4.1741000e+04 1.0633600e+05 5.7048198e+07 2.5353000e+04]
 [7.0820000e+03 4.9450000e+03 2.1880000e+03 2.6468000e+04 1.5101741e+07]]"
2020_06_09,"[[1.2773787e+07 3.2680000e+03 3.6047000e+04 5.8340000e+04 5.7340000e+03]
 [2.4880000e+03 6.3768840e+06 1.3780000e+03 3.8500000e+04 5.1110000e+03]
 [2.7460000e+04 2.6040000e+03 3.6979590e+06 1.5059000e+05 1.7580000e+03]
 [4.9044000e+04 4.2638000e+04 1.0519500e+05 5.7352094e+07 2.6880000e+04]
 [6.7420000e+03 4.8180000e+03 2.1310000e+03 2.5755000e+04 1.5141726e+07]]"
2020_06_10,"[[1.2957990e+07 2.7240000e+03 3.9442000e+04 5.2498000e+04 5.0100000e+03]
 [2.5010000e+03 6.5570710e+06 1.4930000e+03 3.6024000e+04 4.7900000e+03]
 [2.7523000e+04 1.8810000e+03 3.7570650e+06 1.3855500e+05 1.4220000e+03]
 [4.8809000e+04 4.1958000e+04 1.0246200e+05 5.8329338e+07 2.5569000e+04]
 [6.1210000e+03 5.0640000e+03 1.6190000e+03 2.3581000e+04 1.5015782e+07]]"
2020_06_11,"[[1.2912211e+07 2.6000000e+03 3.8352000e+04 5.7382000e+04 5.2930000e+03]
 [2.9220000e+03 6.7464310e+06 1.2660000e+03 3.8821000e+04 4.9920000e+03]
 [2.9493000e+04 1.7090000e+03 3.7371230e+06 1.4736100e+05 1.2980000e+03]
 [5.2475000e+04 4.7468000e+04 1.1240200e+05 5.9107122e+07 2.7076000e+04]
 [5.9800000e+03 4.5870000e+03 1.9360000e+03 2.5911000e+04 1.5045264e+07]]"
2020_06_12,"[[1.3406332e+07 3.2880000e+03 4.2257000e+04 5.8481000e+04 5.6540000e+03]
 [2.7640000e+03 7.0554540e+06 2.0500000e+03 4.4712000e+04 4.3430000e+03]
 [3.7275000e+04 2.0090000e+03 3.8579900e+06 1.6576300e+05 1.4690000e+03]
 [5.7038000e+04 5.9117000e+04 1.2824700e+05 6.1993915e+07 2.8247000e+04]
 [5.9170000e+03 4.8540000e+03 1.5410000e+03 2.6804000e+04 1.6065210e+07]]"
2020_06_13,"[[1.3201466e+07 3.2190000e+03 4.8622000e+04 6.4866000e+04 6.2770000e+03]
 [3.0280000e+03 6.5757770e+06 1.6440000e+03 4.4231000e+04 4.3010000e+03]
 [4.0957000e+04 1.5580000e+03 3.7121290e+06 1.8688800e+05 1.4740000e+03]
 [5.8359000e+04 7.9464000e+04 1.5097900e+05 6.0770108e+07 2.9862000e+04]
 [6.1900000e+03 5.6070000e+03 2.2970000e+03 2.8054000e+04 1.5747728e+07]]"
2020_06_14,"[[1.1875610e+07 2.5530000e+03 4.1959000e+04 5.8157000e+04 6.3000000e+03]
 [2.6620000e+03 5.8938270e+06 1.8160000e+03 4.0272000e+04 3.8730000e+03]
 [3.6020000e+04 1.7600000e+03 3.3675030e+06 1.5251500e+05 9.5600000e+02]
 [5.4688000e+04 6.2003000e+04 1.3237300e+05 5.4205193e+07 2.8314000e+04]
 [6.2130000e+03 4.7520000e+03 2.3580000e+03 2.6140000e+04 1.4146235e+07]]"
2020_06_15,"[[1.2706239e+07 2.0280000e+03 3.4982000e+04 4.9695000e+04 5.9150000e+03]
 [2.2860000e+03 6.6441640e+06 1.5450000e+03 3.5967000e+04 3.8180000e+03]
 [2.9625000e+04 1.5300000e+03 3.7389540e+06 1.4129700e+05 1.0500000e+03]
 [4.8746000e+04 4.6764000e+04 1.0399600e+05 5.7871027e+07 2.4031000e+04]
 [5.6290000e+03 4.2670000e+03 1.8820000e+03 2.2679000e+04 1.4699204e+07]]"
2020_06_16,"[[1.3011645e+07 1.7470000e+03 3.4402000e+04 5.0711000e+04 5.1640000e+03]
 [2.6990000e+03 6.7773820e+06 1.3890000e+03 3.3796000e+04 3.3940000e+03]
 [2.8689000e+04 1.8890000e+03 3.7913210e+06 1.3855000e+05 1.1190000e+03]
 [4.5521000e+04 4.3673000e+04 1.0104500e+05 5.8860217e+07 2.4100000e+04]
 [6.0140000e+03 5.2900000e+03 1.9300000e+03 2.3796000e+04 1.4834643e+07]]"
2020_06_17,"[[1.3261248e+07 1.9710000e+03 3.4948000e+04 5.6694000e+04 5.6520000e+03]
 [2.3260000e+03 6.8523500e+06 1.4940000e+03 3.8360000e+04 4.1580000e+03]
 [2.9958000e+04 1.6940000e+03 3.9619980e+06 1.4721700e+05 1.3550000e+03]
 [4.7134000e+04 4.8146000e+04 1.1095000e+05 6.0464825e+07 2.5271000e+04]
 [6.3150000e+03 4.6170000e+03 2.3170000e+03 2.6607000e+04 1.5025704e+07]]"
2020_06_18,"[[1.3365526e+07 2.0530000e+03 3.6722000e+04 6.0374000e+04 6.0800000e+03]
 [2.4680000e+03 6.9436240e+06 9.5000000e+02 3.8932000e+04 4.3960000e+03]
 [2.9787000e+04 2.0980000e+03 3.9317620e+06 1.7068500e+05 1.6690000e+03]
 [4.8039000e+04 5.3804000e+04 1.1589200e+05 6.0748677e+07 2.7073000e+04]
 [7.0610000e+03 4.7380000e+03 2.0670000e+03 2.6381000e+04 1.5670111e+07]]"
2020_06_19,"[[1.3440865e+07 2.4740000e+03 3.9980000e+04 6.1567000e+04 6.3120000e+03]
 [2.6340000e+03 7.2739940e+06 1.2090000e+03 4.2668000e+04 3.4540000e+03]
 [3.1674000e+04 2.1320000e+03 3.9962510e+06 1.8883700e+05 1.4780000e+03]
 [5.0462000e+04 6.5726000e+04 1.3261000e+05 6.2077460e+07 2.7087000e+04]
 [7.1760000e+03 4.9270000e+03 1.5170000e+03 2.9285000e+04 1.5967798e+07]]"
2020_06_20,"[[1.3058324e+07 2.4120000e+03 4.2897000e+04 6.0590000e+04 8.0610000e+03]
 [2.6500000e+03 6.7824600e+06 1.6110000e+03 4.4681000e+04 3.6890000e+03]
 [3.7363000e+04 2.0120000e+03 3.8430540e+06 2.1256800e+05 1.3090000e+03]
 [5.3844000e+04 8.5157000e+04 1.5266800e+05 6.0416868e+07 2.9018000e+04]
 [6.0170000e+03 5.8710000e+03 2.0480000e+03 2.9428000e+04 1.5486270e+07]]"
2020_06_21,"[[1.1964119e+07 3.0030000e+03 3.7601000e+04 5.1157000e+04 6.8380000e+03]
 [2.5810000e+03 6.0428770e+06 1.8780000e+03 3.7409000e+04 3.6490000e+03]
 [3.1144000e+04 1.7530000e+03 3.5354040e+06 1.6481200e+05 1.0620000e+03]
 [4.9405000e+04 6.1166000e+04 1.3129100e+05 5.3936711e+07 2.8160000e+04]
 [6.1230000e+03 5.3700000e+03 2.3180000e+03 2.7528000e+04 1.4660773e+07]]"
2020_06_22,"[[1.2511775e+07 2.3930000e+03 4.0832000e+04 5.4555000e+04 6.0200000e+03]
 [2.8610000e+03 6.3594660e+06 1.4690000e+03 3.5196000e+04 3.9730000e+03]
 [2.8072000e+04 1.6870000e+03 3.7547330e+06 1.5574800e+05 1.1920000e+03]
 [4.8580000e+04 4.8945000e+04 1.1326000e+05 5.5574868e+07 2.5974000e+04]
 [5.1070000e+03 4.7020000e+03 1.7780000e+03 2.6505000e+04 1.4826630e+07]]"
2020_06_23,"[[1.2753798e+07 1.9020000e+03 3.7835000e+04 5.1824000e+04 5.7260000e+03]
 [3.1070000e+03 6.4830330e+06 1.6760000e+03 3.6049000e+04 4.2930000e+03]
 [2.5405000e+04 1.8130000e+03 3.7677730e+06 1.5431600e+05 1.3370000e+03]
 [4.8378000e+04 4.4230000e+04 1.1020800e+05 5.5702333e+07 2.6822000e+04]
 [5.5450000e+03 5.1640000e+03 1.8660000e+03 2.6059000e+04 1.5394821e+07]]"
2020_06_24,"[[1.2918352e+07 2.5360000e+03 3.7274000e+04 5.3528000e+04 5.7060000e+03]
 [3.2110000e+03 6.4134880e+06 1.5090000e+03 3.6338000e+04 4.9510000e+03]
 [2.7514000e+04 1.3400000e+03 3.8408250e+06 1.5272500e+05 2.0220000e+03]
 [4.9612000e+04 4.8077000e+04 1.1481200e+05 5.7470492e+07 2.8644000e+04]
 [5.7500000e+03 5.1440000e+03 2.0760000e+03 2.7907000e+04 1.5889675e+07]]"
2020_06_25,"[[1.3044701e+07 2.5480000e+03 4.0973000e+04 5.8910000e+04 6.5450000e+03]
 [2.5410000e+03 6.6109210e+06 1.5600000e+03 3.7460000e+04 4.7340000e+03]
 [3.0634000e+04 1.5350000e+03 3.8749200e+06 1.6959900e+05 2.1990000e+03]
 [4.9800000e+04 5.3898000e+04 1.2664000e+05 5.7847660e+07 2.8997000e+04]
 [5.2220000e+03 5.0040000e+03 2.2920000e+03 2.9569000e+04 1.5709869e+07]]"
2020_06_26,"[[1.3547305e+07 2.0040000e+03 4.4550000e+04 5.7186000e+04 5.8980000e+03]
 [1.7880000e+03 6.9720690e+06 1.7100000e+03 3.7069000e+04 4.4050000e+03]
 [3.4476000e+04 1.3390000e+03 4.0406190e+06 1.7603500e+05 1.7700000e+03]
 [5.0239000e+04 6.5084000e+04 1.4709500e+05 6.0469986e+07 2.4692000e+04]
 [4.3230000e+03 5.4500000e+03 1.5510000e+03 2.7417000e+04 1.6761495e+07]]"
2020_06_27,"[[1.2768880e+07 2.1370000e+03 4.6230000e+04 6.1679000e+04 6.0430000e+03]
 [1.9620000e+03 6.3702010e+06 2.1460000e+03 3.5894000e+04 5.0380000e+03]
 [3.3176000e+04 1.1180000e+03 3.7187690e+06 1.7364500e+05 1.8260000e+03]
 [5.2300000e+04 8.2383000e+04 1.6440000e+05 5.7332449e+07 2.5431000e+04]
 [4.6560000e+03 5.6700000e+03 1.8210000e+03 2.8316000e+04 1.5773890e+07]]"
2020_06_28,"[[1.1531888e+07 2.4260000e+03 4.0434000e+04 6.2644000e+04 6.3310000e+03]
 [2.6110000e+03 5.8588670e+06 2.3330000e+03 3.6043000e+04 5.2750000e+03]
 [3.4005000e+04 1.5220000e+03 3.4651420e+06 1.6117500e+05 1.7370000e+03]
 [5.2915000e+04 6.5048000e+04 1.4866900e+05 5.1753280e+07 2.5918000e+04]
 [5.8610000e+03 5.6340000e+03 2.6840000e+03 3.0780000e+04 1.4408657e+07]]"
2020_06_29,"[[1.2452903e+07 2.7070000e+03 3.9713000e+04 5.7573000e+04 6.8940000e+03]
 [3.0550000e+03 6.4721190e+06 2.0710000e+03 3.6573000e+04 4.6020000e+03]
 [2.9242000e+04 1.4930000e+03 3.7643190e+06 1.5382100e+05 2.0770000e+03]
 [5.0450000e+04 5.3324000e+04 1.2438500e+05 5.5971062e+07 2.6697000e+04]
 [6.2800000e+03 5.1930000e+03 2.5680000e+03 2.9340000e+04 1.5370217e+07]]"
2020_06_30,"[[1.2491438e+07 2.0730000e+03 3.9761000e+04 5.6560000e+04 6.5630000e+03]
 [3.3920000e+03 6.5644620e+06 1.7670000e+03 3.5347000e+04 5.4560000e+03]
 [2.6359000e+04 1.4140000e+03 3.8168030e+06 1.5158200e+05 1.8710000e+03]
 [5.0335000e+04 4.8220000e+04 1.2762300e+05 5.6981367e+07 2.8058000e+04]
 [5.8720000e+03 4.7610000e+03 2.8150000e+03 3.2030000e+04 1.5697113e+07]]"
2020_07_01,"[[1.2595590e+07 2.7600000e+03 4.3509000e+04 5.4805000e+04 7.1150000e+03]
 [2.8710000e+03 6.5227340e+06 1.0700000e+03 3.3964000e+04 5.0250000e+03]
 [2.6040000e+04 1.6700000e+03 3.9357700e+06 1.4870000e+05 1.4320000e+03]
 [4.6181000e+04 5.1012000e+04 1.3585600e+05 5.7692480e+07 2.5513000e+04]
 [4.8320000e+03 5.4290000e+03 2.1820000e+03 2.8695000e+04 1.5735422e+07]]"
2020_07_02,"[[1.3154245e+07 2.9160000e+03 4.8173000e+04 5.9553000e+04 7.1790000e+03]
 [2.7520000e+03 6.7030470e+06 1.3620000e+03 3.7423000e+04 5.2070000e+03]
 [2.9537000e+04 1.4580000e+03 3.9297190e+06 1.6207900e+05 1.2880000e+03]
 [4.8048000e+04 6.5871000e+04 1.4978900e+05 5.9264485e+07 2.7462000e+04]
 [5.7010000e+03 6.5570000e+03 2.3350000e+03 3.1115000e+04 1.6294949e+07]]"
2020_07_03,"[[1.2855542e+07 3.6090000e+03 5.7673000e+04 6.4598000e+04 7.1600000e+03]
 [2.1400000e+03 6.7343820e+06 1.6830000e+03 4.4669000e+04 5.4040000e+03]
 [3.0098000e+04 1.5600000e+03 3.8788620e+06 1.8464600e+05 1.4900000e+03]
 [5.3742000e+04 8.8375000e+04 1.7293400e+05 5.9848174e+07 3.0400000e+04]
 [6.2290000e+03 7.7760000e+03 3.0950000e+03 3.4769000e+04 1.6210921e+07]]"
2020_07_04,"[[1.1209522e+07 3.0660000e+03 4.5999000e+04 5.7383000e+04 6.6310000e+03]
 [2.0330000e+03 5.6660030e+06 1.4730000e+03 4.0619000e+04 4.8620000e+03]
 [2.7036000e+04 1.8540000e+03 3.4528460e+06 1.4539100e+05 1.9910000e+03]
 [4.7572000e+04 8.6053000e+04 1.7185100e+05 5.2951604e+07 2.8126000e+04]
 [5.1030000e+03 6.5800000e+03 1.9810000e+03 3.4416000e+04 1.4373697e+07]]"
2020_07_05,"[[1.0851024e+07 3.5190000e+03 4.4630000e+04 5.6194000e+04 6.8260000e+03]
 [1.6410000e+03 5.4716600e+06 1.2920000e+03 3.9816000e+04 4.6000000e+03]
 [2.7091000e+04 1.3850000e+03 3.2884510e+06 1.3970600e+05 1.9520000e+03]
 [5.1419000e+04 7.8931000e+04 1.5608100e+05 4.9363309e+07 2.9376000e+04]
 [5.1370000e+03 6.4310000e+03 1.9850000e+03 3.3850000e+04 1.3782769e+07]]"
2020_07_06,"[[1.2015662e+07 3.4460000e+03 4.4192000e+04 5.4416000e+04 7.2130000e+03]
 [1.5830000e+03 6.3594340e+06 1.2580000e+03 3.7088000e+04 4.8790000e+03]
 [2.6410000e+04 1.3450000e+03 3.7172430e+06 1.4660500e+05 1.8700000e+03]
 [5.0524000e+04 6.0348000e+04 1.2445700e+05 5.3903735e+07 2.9498000e+04]
 [5.4640000e+03 5.6100000e+03 1.9670000e+03 3.0292000e+04 1.5013786e+07]]"
2020_07_07,"[[1.2066362e+07 3.0630000e+03 4.3599000e+04 4.8438000e+04 6.6870000e+03]
 [1.8920000e+03 6.3783340e+06 1.4800000e+03 3.6002000e+04 4.5560000e+03]
 [2.3387000e+04 1.5540000e+03 3.7459870e+06 1.4066200e+05 1.3060000e+03]
 [4.8543000e+04 4.8625000e+04 1.1759600e+05 5.4448837e+07 2.9049000e+04]
 [5.5900000e+03 5.1930000e+03 2.2540000e+03 2.8367000e+04 1.5197644e+07]]"
2020_07_08,"[[1.2282092e+07 3.2090000e+03 4.3718000e+04 5.0783000e+04 6.4000000e+03]
 [2.4320000e+03 6.3219900e+06 1.5230000e+03 3.4141000e+04 4.1220000e+03]
 [2.4970000e+04 1.6190000e+03 3.7359090e+06 1.4280500e+05 1.1920000e+03]
 [4.8876000e+04 4.8792000e+04 1.1375600e+05 5.5741256e+07 2.9754000e+04]
 [5.5460000e+03 5.5100000e+03 2.0410000e+03 2.8147000e+04 1.5356458e+07]]"
2020_07_09,"[[1.2406318e+07 2.8890000e+03 4.3418000e+04 5.2258000e+04 6.1020000e+03]
 [2.6890000e+03 6.5170610e+06 1.6000000e+03 3.4089000e+04 4.3530000e+03]
 [2.6527000e+04 1.8140000e+03 3.7231720e+06 1.4473700e+05 1.4560000e+03]
 [5.0011000e+04 5.4128000e+04 1.2200600e+05 5.6717642e+07 3.0833000e+04]
 [6.3560000e+03 5.2840000e+03 2.3240000e+03 2.5951000e+04 1.5502819e+07]]"
2020_07_10,"[[1.2475367e+07 2.4280000e+03 4.5919000e+04 5.2401000e+04 6.3170000e+03]
 [2.4350000e+03 6.8843520e+06 1.5630000e+03 3.7786000e+04 4.8450000e+03]
 [2.9439000e+04 1.7310000e+03 3.8703890e+06 1.6180500e+05 1.7980000e+03]
 [5.2702000e+04 6.9154000e+04 1.3427800e+05 5.9632081e+07 3.1040000e+04]
 [5.6750000e+03 6.0180000e+03 2.5480000e+03 2.9172000e+04 1.6094494e+07]]"
2020_07_11,"[[1.2124725e+07 2.4050000e+03 4.2452000e+04 5.4656000e+04 7.2950000e+03]
 [2.1170000e+03 6.3846180e+06 1.9070000e+03 3.6036000e+04 4.6950000e+03]
 [2.7133000e+04 1.3400000e+03 3.6414170e+06 1.5646600e+05 1.1090000e+03]
 [5.0061000e+04 8.8262000e+04 1.4431200e+05 5.6997678e+07 2.8125000e+04]
 [6.0820000e+03 4.9220000e+03 2.6200000e+03 2.8204000e+04 1.5638724e+07]]"
2020_07_12,"[[1.1197678e+07 2.4190000e+03 3.6622000e+04 5.0225000e+04 7.0980000e+03]
 [1.9460000e+03 5.6932670e+06 1.5250000e+03 3.2721000e+04 4.7740000e+03]
 [2.3881000e+04 1.8630000e+03 3.3316900e+06 1.2608000e+05 1.7250000e+03]
 [4.7235000e+04 6.0098000e+04 1.1982300e+05 5.1291064e+07 2.7596000e+04]
 [4.9000000e+03 6.0360000e+03 2.7620000e+03 2.8174000e+04 1.4379182e+07]]"
2020_07_13,"[[1.2216136e+07 2.5010000e+03 3.5853000e+04 4.7836000e+04 6.2070000e+03]
 [2.1020000e+03 6.3784740e+06 1.5920000e+03 3.2832000e+04 4.5350000e+03]
 [2.4241000e+04 1.5880000e+03 3.5730470e+06 1.3091100e+05 1.8250000e+03]
 [4.7382000e+04 4.9956000e+04 1.0620900e+05 5.4977129e+07 2.6709000e+04]
 [4.7320000e+03 6.2800000e+03 2.5550000e+03 2.9619000e+04 1.5090484e+07]]"
2020_07_14,"[[1.2514394e+07 2.5970000e+03 3.4531000e+04 4.9238000e+04 6.6990000e+03]
 [2.2310000e+03 6.4866180e+06 1.1800000e+03 3.3512000e+04 4.1640000e+03]
 [2.2821000e+04 1.5220000e+03 3.6624700e+06 1.2795000e+05 1.6570000e+03]
 [4.4121000e+04 4.7244000e+04 1.0374400e+05 5.5810081e+07 2.7990000e+04]
 [4.4280000e+03 6.4310000e+03 2.6820000e+03 2.9915000e+04 1.5372433e+07]]"
2020_07_15,"[[1.2491920e+07 2.7360000e+03 3.3125000e+04 4.7829000e+04 6.3780000e+03]
 [2.2630000e+03 6.4197270e+06 1.3300000e+03 3.4184000e+04 4.5520000e+03]
 [2.3958000e+04 1.2770000e+03 3.6680670e+06 1.3045000e+05 1.7830000e+03]
 [4.8676000e+04 4.8507000e+04 1.0976700e+05 5.6496104e+07 3.0777000e+04]
 [5.1550000e+03 6.8740000e+03 2.9250000e+03 2.7075000e+04 1.5601225e+07]]"
2020_07_16,"[[1.2370664e+07 2.6260000e+03 3.5503000e+04 5.1129000e+04 6.7450000e+03]
 [2.1440000e+03 6.6083000e+06 1.4850000e+03 3.4545000e+04 5.0120000e+03]
 [2.4640000e+04 1.3400000e+03 3.7118280e+06 1.4207700e+05 2.5240000e+03]
 [4.8515000e+04 5.7574000e+04 1.1949500e+05 5.7551892e+07 2.9267000e+04]
 [5.9210000e+03 7.3650000e+03 2.8140000e+03 2.8475000e+04 1.5733908e+07]]"
2020_07_17,"[[1.2999713e+07 2.7810000e+03 4.0952000e+04 5.3458000e+04 7.3460000e+03]
 [2.1680000e+03 6.9595300e+06 1.3240000e+03 3.7299000e+04 5.2060000e+03]
 [2.6820000e+04 1.9930000e+03 3.8989900e+06 1.6665400e+05 1.8340000e+03]
 [4.7945000e+04 7.0514000e+04 1.3450300e+05 6.0280729e+07 3.0455000e+04]
 [5.6830000e+03 7.3700000e+03 2.5660000e+03 2.9207000e+04 1.6207688e+07]]"
2020_07_18,"[[1.2469278e+07 3.0240000e+03 3.8746000e+04 5.4985000e+04 7.4030000e+03]
 [2.5990000e+03 6.4142940e+06 2.0580000e+03 3.7577000e+04 5.6990000e+03]
 [2.3722000e+04 1.6300000e+03 3.6086900e+06 1.6677100e+05 1.8830000e+03]
 [5.0713000e+04 9.2382000e+04 1.4263200e+05 5.7200364e+07 3.2625000e+04]
 [5.9460000e+03 7.0150000e+03 2.4750000e+03 2.8117000e+04 1.5477905e+07]]"
2020_07_19,"[[1.1434193e+07 2.7730000e+03 3.3932000e+04 4.9304000e+04 6.6750000e+03]
 [2.3420000e+03 5.7171170e+06 1.7070000e+03 3.1933000e+04 4.2340000e+03]
 [2.3803000e+04 1.0110000e+03 3.3125330e+06 1.3527600e+05 1.7930000e+03]
 [4.6481000e+04 5.9593000e+04 1.2601600e+05 5.1691190e+07 2.9724000e+04]
 [6.2020000e+03 5.4030000e+03 2.6550000e+03 2.7983000e+04 1.4161660e+07]]"
2020_07_20,"[[1.2397805e+07 2.6540000e+03 3.0092000e+04 4.7050000e+04 5.9230000e+03]
 [2.9570000e+03 6.4721070e+06 2.0100000e+03 3.1095000e+04 4.1260000e+03]
 [2.3222000e+04 1.0020000e+03 3.6707480e+06 1.3567200e+05 2.0510000e+03]
 [4.2906000e+04 4.7348000e+04 1.1285100e+05 5.5488441e+07 2.9580000e+04]
 [6.0680000e+03 4.1140000e+03 1.9910000e+03 2.7234000e+04 1.4995791e+07]]"
2020_07_21,"[[1.2333843e+07 2.5320000e+03 3.0467000e+04 4.8029000e+04 5.9400000e+03]
 [2.6670000e+03 6.4352450e+06 1.8120000e+03 3.0986000e+04 4.4540000e+03]
 [2.2848000e+04 1.1900000e+03 3.6414230e+06 1.3091800e+05 2.0290000e+03]
 [4.2505000e+04 4.4119000e+04 1.0655400e+05 5.5400079e+07 2.9527000e+04]
 [5.6620000e+03 4.0950000e+03 1.6560000e+03 2.4539000e+04 1.4906464e+07]]"
2020_07_22,"[[1.2475995e+07 2.4310000e+03 3.3365000e+04 4.7315000e+04 6.2340000e+03]
 [2.4650000e+03 6.4506630e+06 1.7140000e+03 3.2016000e+04 4.8430000e+03]
 [2.6394000e+04 1.2300000e+03 3.6937960e+06 1.3391500e+05 2.1360000e+03]
 [4.5984000e+04 4.6295000e+04 1.1119200e+05 5.6097790e+07 3.0260000e+04]
 [6.2130000e+03 3.7240000e+03 1.6700000e+03 2.6071000e+04 1.4946477e+07]]"
2020_07_23,"[[1.2479800e+07 1.9510000e+03 3.4849000e+04 5.0405000e+04 6.8380000e+03]
 [2.2790000e+03 6.4837070e+06 2.4040000e+03 3.3769000e+04 4.4960000e+03]
 [2.7848000e+04 1.2690000e+03 3.6723350e+06 1.4145700e+05 1.8070000e+03]
 [4.6831000e+04 4.9319000e+04 1.1572000e+05 5.6614649e+07 2.9279000e+04]
 [6.2950000e+03 3.6240000e+03 2.0980000e+03 2.5891000e+04 1.5043109e+07]]"
2020_07_24,"[[1.2913832e+07 2.8310000e+03 3.8461000e+04 5.5668000e+04 7.2230000e+03]
 [2.2320000e+03 6.7205120e+06 1.9950000e+03 3.6490000e+04 4.5510000e+03]
 [2.9385000e+04 1.1580000e+03 3.8031940e+06 1.6374100e+05 2.2300000e+03]
 [4.9314000e+04 6.4593000e+04 1.3570800e+05 5.9621047e+07 3.1879000e+04]
 [6.7890000e+03 4.5840000e+03 1.6970000e+03 2.6773000e+04 1.5884725e+07]]"
2020_07_25,"[[1.2446229e+07 2.8060000e+03 3.8242000e+04 5.5951000e+04 7.4040000e+03]
 [2.4600000e+03 6.1110740e+06 2.3470000e+03 3.6825000e+04 4.5570000e+03]
 [2.6510000e+04 1.2630000e+03 3.5642120e+06 1.6692900e+05 2.0250000e+03]
 [4.8223000e+04 8.1151000e+04 1.3973700e+05 5.4618167e+07 3.1517000e+04]
 [7.2390000e+03 4.4950000e+03 2.3180000e+03 2.6408000e+04 1.5379688e+07]]"
2020_07_26,"[[1.1389450e+07 1.8630000e+03 3.2316000e+04 4.9965000e+04 6.2800000e+03]
 [2.1690000e+03 5.6235160e+06 1.8790000e+03 3.3845000e+04 4.3010000e+03]
 [2.4030000e+04 1.2920000e+03 3.2887120e+06 1.3857500e+05 1.9050000e+03]
 [4.4780000e+04 5.6019000e+04 1.1985100e+05 4.9851603e+07 2.8408000e+04]
 [6.6930000e+03 4.3670000e+03 2.2720000e+03 2.4058000e+04 1.4144762e+07]]"
2020_07_27,"[[1.1896912e+07 1.9690000e+03 3.0230000e+04 4.4993000e+04 6.4500000e+03]
 [2.2800000e+03 6.2681980e+06 1.4230000e+03 3.2191000e+04 3.7920000e+03]
 [2.4419000e+04 1.4540000e+03 3.5910600e+06 1.3523300e+05 1.6300000e+03]
 [4.4157000e+04 4.7233000e+04 1.0991300e+05 5.4753610e+07 2.9108000e+04]
 [6.9280000e+03 4.9640000e+03 1.8030000e+03 2.4679000e+04 1.4872879e+07]]"
2020_07_28,"[[1.2212711e+07 1.9320000e+03 3.1106000e+04 4.1854000e+04 5.9000000e+03]
 [1.9670000e+03 6.3061970e+06 1.4320000e+03 3.1622000e+04 4.1530000e+03]
 [2.3609000e+04 1.3890000e+03 3.5908650e+06 1.2843000e+05 1.7370000e+03]
 [4.2474000e+04 4.2526000e+04 1.0403400e+05 5.4081829e+07 2.9364000e+04]
 [6.2480000e+03 4.5770000e+03 2.3550000e+03 2.5042000e+04 1.4669152e+07]]"
2020_07_29,"[[1.2251367e+07 2.1900000e+03 3.0957000e+04 4.4016000e+04 6.4530000e+03]
 [2.8520000e+03 6.3511160e+06 1.3070000e+03 3.2399000e+04 4.3020000e+03]
 [2.4588000e+04 1.3410000e+03 3.6388780e+06 1.3415700e+05 2.0420000e+03]
 [4.3344000e+04 4.3676000e+04 1.0980300e+05 5.5232082e+07 2.8168000e+04]
 [6.9590000e+03 4.4780000e+03 2.6740000e+03 2.6274000e+04 1.4988836e+07]]"
2020_07_30,"[[1.2555802e+07 2.0960000e+03 3.3947000e+04 4.9515000e+04 6.5340000e+03]
 [2.6860000e+03 6.5343240e+06 1.4810000e+03 3.3463000e+04 3.6370000e+03]
 [2.4978000e+04 1.6030000e+03 3.6860640e+06 1.4127500e+05 1.7880000e+03]
 [4.5446000e+04 5.0083000e+04 1.1716800e+05 5.6954669e+07 2.9298000e+04]
 [6.9290000e+03 4.4420000e+03 2.5840000e+03 2.8881000e+04 1.4985462e+07]]"
2020_07_31,"[[1.3220987e+07 1.9640000e+03 3.9897000e+04 5.6944000e+04 5.9120000e+03]
 [2.5520000e+03 6.9419650e+06 1.1770000e+03 3.7875000e+04 3.8280000e+03]
 [2.9899000e+04 1.7360000e+03 3.8015600e+06 1.6016900e+05 1.9660000e+03]
 [4.7307000e+04 6.1884000e+04 1.3225400e+05 6.0171069e+07 3.2039000e+04]
 [6.3520000e+03 5.3630000e+03 2.7650000e+03 3.0000000e+04 1.5481799e+07]]"
